ID,Sales Segment,Global Region,Industry,Booking Date Date,Lead Source,Type,Reporting Type Reason,Stage Name,Source,Number of Employees,Is Customer (Yes / No),Created Date,Tenure Months,Total ARR
643,Enterprise,NA,Internet Software & Services,2020-01-21,,Upgrade,Upgrade,Closed Won,,"5,676",Yes,2020-01-07,15 Months,$9K
644,Emerging,NA,Internet,2020-01-20,,New Deal,New,Closed Won,,14,Yes,2019-12-20,67 Months,$5K
645,SMB,NA,Internet Software & Services,2020-01-20,,Upgrade,Upgrade,Closed Won,,80,Yes,2019-12-09,47 Months,$2K
646,Enterprise,NA,Internet Software & Services,2020-01-17,Datahug,Upgrade,Upgrade,Closed Won,Datahug,0,Yes,2020-01-17,15 Months,$5K
647,Emerging,NA,Industrial Automation,2020-01-17,Intercom - Live Chat,New Deal,New,Closed Won,Intercom - Live Chat,"101,800",Yes,2020-01-10,7 Months,$8K
648,Emerging,EMEA,Marketing and Advertising,2020-01-17,,Upgrade,Upgrade,Closed Won,,60,Yes,2020-01-16,11 Months,$3K
649,SMB,NA,Internet Software & Services,2020-01-17,,New Deal,New,Closed Won,,73,Yes,2019-09-26,39 Months,$8K
650,Emerging,NA,Internet Software & Services,2020-01-17,,Upgrade,Upgrade,Closed Won,,30,Yes,2020-01-13,60 Months,$4K
651,SMB,NA,Internet Software & Services,2020-01-17,,New Deal,New,Closed Won,,,Yes,2019-11-12,11 Months,$12K
652,Emerging,NA,Marketing and Advertising,2020-01-17,,Upgrade,Upgrade,Closed Won,,51,Yes,2020-01-17,60 Months,$11K
653,Emerging,NA,Internet Software & Services,2020-01-17,,Upgrade,Upgrade,Disqualified,,20,Yes,2019-11-27,60 Months,$29K
654,SMB,NA,Internet Software & Services,2020-01-17,,Upgrade,Upgrade,Closed Won,,500,Yes,2019-12-12,60 Months,$8K
655,Emerging,NA,,2020-01-17,Data Vendor,New Deal,New,Closed Won,Data Vendor,160,Yes,2019-09-09,47 Months,$16K
656,Emerging,NA,Internet Software & Services,2020-01-17,SalesLoft,Upgrade,Upgrade,Disqualified,SalesLoft,,Yes,2020-01-03,60 Months,$2K
657,Emerging,NA,Internet Software & Services,2020-01-17,,Upgrade,Upgrade,Disqualified,,50,Yes,2019-12-18,60 Months,$2K
658,SMB,NA,Internet Software & Services,2020-01-16,,Upgrade,Upgrade,Disqualified,,11,Yes,2019-12-17,60 Months,$1K
659,SMB,NA,Internet Software & Services,2020-01-16,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,50,Yes,2019-10-15,4 Months,$19K
660,SMB,NA,Communications Equipment,2020-01-16,,Upgrade,Upgrade,Closed Won,,45,Yes,2020-01-14,31 Months,$7K
661,Emerging,NA,Internet,2020-01-16,,Upgrade,Upgrade,Closed Won,,"120,210",Yes,2020-01-07,7 Months,$1K
662,Emerging,NA,Internet Software & Services,2020-01-16,,Upgrade,Upgrade,Closed Won,,15,Yes,2020-01-14,60 Months,$1K
663,Emerging,NA,Internet Software & Services,2020-01-16,,Upgrade,Upgrade,Closed Won,,45,Yes,2020-01-16,47 Months,-$900.00
664,Emerging,NA,Internet Software & Services,2020-01-16,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,,Yes,2019-12-09,31 Months,$6K
665,Emerging,NA,Internet Software & Services,2020-01-16,,Upgrade,Upgrade,Closed Won,,,Yes,2020-01-16,47 Months,$3K
666,Emerging,NA,Internet Software & Services,2020-01-16,,Upgrade,Upgrade,Closed Won,,10,Yes,2020-01-16,47 Months,$1K
667,Emerging,NA,Internet Software & Services,2020-01-16,,Upgrade,Upgrade,Closed Won,,11,Yes,2020-01-16,60 Months,$2K
668,SMB,NA,Internet Software & Services,2020-01-16,,Upgrade,Upgrade,Closed Won,,201,Yes,2020-01-10,60 Months,$2K
669,Emerging,NA,Internet Software & Services,2020-01-16,,Upgrade,Upgrade,Closed Won,,10,Yes,2020-01-16,47 Months,$1K
670,Emerging,NA,Healthcare,2020-01-16,Datahug,Upgrade,Upgrade,Closed Won,Datahug,230,Yes,2019-12-04,31 Months,$15K
671,SMB,NA,Professional Services,2020-01-16,,Upgrade,Upgrade,Closed Won,,45,Yes,2020-01-14,31 Months,$12K
672,Emerging,EMEA,,2020-01-16,,Upgrade,Upgrade,Closed Won,,,Yes,2020-01-15,11 Months,$4K
673,Emerging,EMEA,,2020-01-15,Datahug,New Deal,New,Closed Won,Datahug,,Yes,2019-12-13,11 Months,$50K
674,Emerging,NA,,2020-01-15,,New Deal,New,Closed Won,,,Yes,2019-12-17,31 Months,$11K
675,SMB,NA,Internet Software & Services,2020-01-15,Data Vendor,New Deal,New,Closed Won,Data Vendor,525,Yes,2019-10-02,39 Months,$45K
676,Emerging,EMEA,,2020-01-15,,Upgrade,Upgrade,Closed Lost,,,Yes,2019-11-21,47 Months,-$480.00
677,Emerging,NA,Computer Software,2020-01-15,Website,New Deal,,Closed Lost,Website,51,No,2019-08-29,31 Months,$8K
678,Emerging,NA,Internet Software & Services,2020-01-15,,Upgrade,Upgrade,Closed Won,,15,Yes,2019-11-22,60 Months,$4K
679,Emerging,NA,Internet Software & Services,2020-01-15,,Upgrade,Upgrade,Closed Won,,15,Yes,2020-01-14,4 Months,$2K
680,Emerging,EMEA,Research,2020-01-15,Outbound,New Deal,New,Closed Won,Outbound,,Yes,2019-10-01,11 Months,$11K
681,Enterprise,NA,Media,2020-01-15,Datahug,Upgrade,Upgrade,Closed Won,Datahug,580,Yes,2019-11-15,15 Months,$90K
682,Emerging,EMEA,Consulting,2020-01-15,,Upgrade,Upgrade,Closed Won,,16,Yes,2020-01-14,11 Months,$5K
683,SMB,NA,Internet Software & Services,2020-01-14,,Upgrade,Upgrade,Closed Won,,40,Yes,2020-01-14,47 Months,$1K
684,Emerging,NA,Internet Software & Services,2020-01-14,,Upgrade,Upgrade,Closed Won,,5,Yes,2020-01-13,60 Months,$2K
685,SMB,NA,Consulting,2020-01-14,,Upgrade,Upgrade,Closed Won,,75,Yes,2020-01-09,60 Months,$3K
686,Emerging,NA,,2020-01-14,,Upgrade,Upgrade,Closed Won,,,Yes,2020-01-10,39 Months,$1K
687,Emerging,NA,Software,2020-01-14,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,,Yes,2020-01-09,47 Months,$123K
688,Emerging,NA,Internet Software & Services,2020-01-14,,Upgrade,Upgrade,Closed Won,,,Yes,2020-01-13,31 Months,$2K
689,Emerging,NA,Technology,2020-01-14,,Upgrade,Upgrade,Closed Won,,60,Yes,2019-12-17,39 Months,$3K
690,Enterprise,NA,Internet Software & Services,2020-01-14,Datahug,Upgrade,Upgrade,Closed Won,Datahug,"3,095",Yes,2019-11-26,15 Months,$19K
691,Emerging,NA,Professional Services,2020-01-14,,Upgrade,Upgrade,Closed Won,,51,Yes,2020-01-13,3 Months,$8K
692,SMB,NA,Publishing,2020-01-14,,Upgrade,Upgrade,Closed Won,,757,Yes,2020-01-13,31 Months,$1K
693,SMB,NA,Internet Software & Services,2020-01-14,,Upgrade,Upgrade,Closed Won,,129,Yes,2020-01-09,60 Months,$13K
694,SMB,NA,Consulting,2020-01-14,,Upgrade,Upgrade,Closed Won,,110,Yes,2019-12-20,47 Months,$4K
695,SMB,NA,Computer Software,2020-01-14,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,50,Yes,2019-11-13,47 Months,$13K
696,Emerging,NA,Internet Software & Services,2020-01-14,,Upgrade,Upgrade,Closed Won,,25,Yes,2020-01-14,58 Months,$2K
697,Emerging,NA,,2020-01-13,Intercom - Live Chat,Upgrade,Upgrade,Closed Won,Intercom - Live Chat,,Yes,2019-12-11,47 Months,$2K
698,SMB,NA,Internet Software & Services,2020-01-13,,Upgrade,Upgrade,Closed Won,,50,Yes,2020-01-10,60 Months,$2K
699,Mid-Market,NA,Shipping & Logistics,2020-01-13,,New Deal,New,Closed Won,,"1,600",Yes,2019-12-19,39 Months,$14K
700,Enterprise,NA,Commercial Printing,2020-01-13,,New Deal,New,Closed Won,,"6,600",Yes,2019-05-03,15 Months,$29K
701,Emerging,NA,,2020-01-13,Website,New Deal,New,Closed Won,Website,,Yes,2019-12-19,58 Months,$9K
702,SMB,NA,Professional Services,2020-01-13,,Upgrade,Upgrade,Closed Won,,45,Yes,2020-01-13,31 Months,-$729.00
703,SMB,NA,Health Care Providers & Services,2020-01-13,Datahug,Upgrade,Upgrade,Closed Won,Datahug,215,Yes,2019-12-27,31 Months,$14K
704,Emerging,NA,Internet Software & Services,2020-01-13,,Upgrade,Upgrade,Closed Won,,30,Yes,2020-01-10,39 Months,$1K
705,SMB,NA,"Hotels, Restaurants & Leisure",2020-01-13,,Upgrade,Upgrade,Closed Won,,270,Yes,2020-01-08,7 Months,$5K
706,Emerging,NA,,2020-01-13,,New Deal,New,Closed Won,,,Yes,2020-01-07,4 Months,$6K
707,Enterprise,NA,Internet,2020-01-13,,Upgrade,Upgrade,Closed Won,,201,Yes,2019-12-10,4 Months,$18K
708,SMB,EMEA,Consulting,2020-01-13,,Upgrade,Upgrade,Closed Won,,45,Yes,2020-01-13,11 Months,$2K
709,Emerging,EMEA,Internet Software & Services,2020-01-13,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-11-26,60 Months,$5K
710,Enterprise,NA,Internet,2020-01-13,,Upgrade,Upgrade,Closed Won,,"1,001",Yes,2020-01-08,15 Months,$0.00
711,Emerging,NA,Internet Software & Services,2020-01-13,,Upgrade,Upgrade,Closed Won,,30,Yes,2020-01-08,60 Months,$4K
712,Emerging,EMEA,,2020-01-13,,Upgrade,Upgrade,Closed Won,,28,Yes,2020-01-13,11 Months,$1K
713,Enterprise,APAC,Internet Software & Services,2020-01-13,Website,Upgrade,Upgrade,Closed Won,Website,"2,660",Yes,2019-10-28,4 Months,$8K
714,Enterprise,APAC,IT Services,2020-01-12,Website,New Deal,,Closed Lost,Website,"44,877",No,2019-08-01,15 Months,$8K
715,Emerging,NA,Hospital & Health Care,2020-01-10,,Upgrade,Upgrade,Closed Won,,22,Yes,2020-01-10,31 Months,$9K
716,Mid-Market,NA,Internet Software & Services,2020-01-10,,Upgrade,Upgrade,Closed Won,,15,Yes,2019-12-13,3 Months,$17K
717,SMB,NA,Computer Software,2020-01-10,,Upgrade,Upgrade,Disqualified,,27,Yes,2019-12-18,60 Months,$2K
718,SMB,NA,Technology,2020-01-10,,Upgrade,Upgrade,Closed Won,,400,Yes,2020-01-08,47 Months,$4K
719,SMB,NA,Professional Services,2020-01-10,,Upgrade,Upgrade,Closed Won,,50,Yes,2020-01-02,60 Months,$1K
720,SMB,NA,Internet Software & Services,2020-01-10,,Upgrade,Upgrade,Closed Won,,51,Yes,2020-01-08,60 Months,$3K
721,Mid-Market,NA,Technology,2020-01-10,,Upgrade,Upgrade,Closed Won,,735,Yes,2020-01-08,60 Months,$5K
722,Emerging,NA,Internet Software & Services,2020-01-10,Bing Natural Search,New Deal,New,Closed Won,Bing Natural Search,51,Yes,2019-11-07,39 Months,$57K
723,Emerging,NA,Internet Software & Services,2020-01-10,,Upgrade,Upgrade,Closed Won,,60,Yes,2020-01-07,60 Months,$1K
724,SMB,NA,,2020-01-10,SalesLoft,Upgrade,Upgrade,Closed Won,SalesLoft,,Yes,2019-11-25,47 Months,$1K
725,Emerging,NA,Internet Software & Services,2020-01-10,,Upgrade,Upgrade,Closed Won,,30,Yes,2020-01-09,47 Months,$6K
726,Mid-Market,NA,Pharmaceuticals,2020-01-10,,Upgrade,Upgrade,Closed Lost,,"1,500",Yes,2019-11-15,60 Months,$2K
727,Enterprise,NA,Internet Software & Services,2020-01-10,,Upgrade,Upgrade,Closed Lost,,200,Yes,2019-02-20,43 Months,-$216.00
728,SMB,NA,Publishing,2020-01-10,,Upgrade,Upgrade,Closed Won,,757,Yes,2020-01-08,31 Months,$2K
729,SMB,EMEA,Renewable Energy,2020-01-09,,Upgrade,Upgrade,Closed Won,,340,Yes,2020-01-07,11 Months,$1K
730,SMB,NA,Internet Software & Services,2020-01-09,,Upgrade,Upgrade,Closed Won,,157,Yes,2020-01-03,7 Months,$6K
731,Emerging,EMEA,,2020-01-09,Social Ads,New Deal,New,Closed Won,Social Ads,,Yes,2019-10-16,11 Months,$9K
732,SMB,NA,Technology,2020-01-09,,Upgrade,Upgrade,Closed Won,,45,Yes,2020-01-07,7 Months,$5K
733,Emerging,NA,Internet Software & Services,2020-01-09,,Upgrade,Upgrade,Closed Won,,45,Yes,2020-01-06,60 Months,$8K
734,SMB,NA,Internet Software & Services,2020-01-09,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-11-28,60 Months,-$768.00
735,SMB,NA,Real Estate,2020-01-09,,Upgrade,Upgrade,Closed Won,,5,Yes,2020-01-09,47 Months,$5K
736,SMB,NA,Internet Software & Services,2020-01-09,,Upgrade,Upgrade,Closed Won,,132,Yes,2020-01-09,60 Months,$13K
737,Emerging,NA,Internet Software & Services,2020-01-09,,Upgrade,Upgrade,Closed Won,,,Yes,2019-12-17,60 Months,$6K
738,Enterprise,NA,Internet Software & Services,2020-01-09,ZoomInfo,Upgrade,Upgrade,Closed Won,ZoomInfo,"1,600",Yes,2020-01-06,15 Months,$54K
739,Emerging,EMEA,Biotechnology,2020-01-09,,Upgrade,Upgrade,Closed Won,,75,Yes,2020-01-09,60 Months,$1K
740,Enterprise,NA,Internet Software & Services,2020-01-09,DiscoverOrg,New Deal,New,Closed Won,DiscoverOrg,"1,001",Yes,2020-01-08,4 Months,$20K
741,Enterprise,NA,Diversified Telecommunication Services,2020-01-09,,Billing Transfer,Billing Transfer,Closed Won,,572,Yes,2020-01-09,42 Months,$3K
742,Enterprise,NA,Professional Services,2020-01-09,,Billing Transfer,Billing Transfer,Closed Won,,"2,500",Yes,2020-01-09,42 Months,$34K
743,Emerging,NA,Information Services,2020-01-09,,Upgrade,Upgrade,Closed Won,,100,Yes,2020-01-06,47 Months,$2K
744,Emerging,APAC,Internet Software & Services,2020-01-09,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,5,Yes,2020-01-06,47 Months,$8K
745,Emerging,NA,Software,2020-01-09,Outbound,New Deal,New,Closed Won,Outbound,,Yes,2019-11-22,4 Months,$3K
746,Mid-Market,NA,Internet Software & Services,2020-01-09,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-12-17,60 Months,$8K
747,Emerging,NA,Internet Software & Services,2020-01-09,,Upgrade,Upgrade,Closed Won,,11,Yes,2020-01-07,4 Months,$3K
748,Emerging,NA,Professional Services,2020-01-09,,Upgrade,Upgrade,Closed Won,,125,Yes,2020-01-07,60 Months,$1K
749,SMB,NA,,2020-01-09,,Upgrade,Upgrade,Closed Won,,200,Yes,2019-12-23,7 Months,$3K
750,SMB,EMEA,IT Services,2020-01-08,Website,New Deal,New,Closed Won,Website,50,Yes,2019-12-11,11 Months,$14K
751,SMB,NA,Oil and Energy,2020-01-08,Outbound,Upgrade,Upgrade,Closed Won,Outbound,407,Yes,2020-01-01,7 Months,$1K
752,SMB,NA,Technology,2020-01-08,,Upgrade,Upgrade,Closed Won,,400,Yes,2020-01-08,47 Months,$3K
753,Emerging,NA,Internet Software & Services,2020-01-08,,Upgrade,Upgrade,Closed Won,,40,Yes,2020-01-06,47 Months,$3K
754,Emerging,NA,Internet Software & Services,2020-01-08,,Upgrade,Upgrade,Closed Won,,125,Yes,2020-01-07,60 Months,-$960.10
755,Emerging,NA,Internet Software & Services,2020-01-08,,Billing Transfer,Billing Transfer,Closed Won,,5,No,2020-01-08,42 Months,$63K
756,Enterprise,NA,Air Freight & Logistics,2020-01-08,,New Deal,New,Closed Won,,"10,001",Yes,2018-08-10,15 Months,$17K
757,Emerging,NA,,2020-01-08,,Upgrade,Upgrade,Closed Won,,,Yes,2020-01-07,38 Months,-$656.64
758,SMB,NA,Internet Software & Services,2020-01-08,,Upgrade,Upgrade,Closed Won,,231,Yes,2020-01-08,31 Months,$2K
759,Emerging,NA,Consulting,2020-01-08,,New Deal,New,Closed Won,,5,Yes,2019-11-25,47 Months,$5K
760,SMB,NA,Internet Software & Services,2020-01-08,,Upgrade,Upgrade,Closed Won,,129,Yes,2020-01-02,60 Months,$7K
761,SMB,NA,Internet Software & Services,2020-01-08,,Upgrade,Upgrade,Closed Won,,200,Yes,2020-01-08,47 Months,$2K
762,SMB,NA,Internet Software & Services,2020-01-08,,Upgrade,Upgrade,Closed Won,,37,Yes,2019-12-19,47 Months,$2K
763,SMB,NA,Internet Software & Services,2020-01-08,,Upgrade,Upgrade,Closed Won,,50,Yes,2020-01-06,60 Months,$6K
764,SMB,NA,Professional Services,2020-01-08,SalesLoft (Prospector),New Deal,New,Closed Won,SalesLoft (Prospector),201,Yes,2019-11-15,47 Months,$6K
765,Emerging,NA,Internet Software & Services,2020-01-08,Web,New Deal,New,Closed Won,Web,15,Yes,2020-01-07,4 Months,$8K
766,SMB,NA,Real Estate,2020-01-08,Events,New Deal,Upgrade,Closed Won,Events,5,Yes,2019-12-10,47 Months,$9K
767,Emerging,NA,Internet Software & Services,2020-01-08,,Upgrade,Upgrade,Closed Won,,70,Yes,2020-01-07,31 Months,$6K
768,SMB,NA,Internet Software & Services,2020-01-07,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-09-10,39 Months,$7K
769,Emerging,NA,Internet Software & Services,2020-01-07,,Upgrade,Upgrade,Closed Won,,30,Yes,2020-01-06,60 Months,$3K
770,SMB,NA,Internet Software & Services,2020-01-07,ZoomInfo,Upgrade,Upgrade,Closed Won,ZoomInfo,261,Yes,2020-01-06,47 Months,-$777.60
771,Emerging,EMEA,Internet Software & Services,2020-01-07,,New Deal,New,Closed Won,,90,Yes,2019-12-16,11 Months,$14K
772,Enterprise,NA,Media,2020-01-07,,Upgrade,Upgrade,Closed Won,,"2,400",Yes,2019-12-20,15 Months,$8K
773,Emerging,NA,Consumer Discretionary,2020-01-07,,Upgrade,Upgrade,Closed Won,,36,Yes,2019-12-18,60 Months,$3K
774,Emerging,NA,Internet,2020-01-07,,Upgrade,Upgrade,Closed Won,,,Yes,2020-01-03,60 Months,$4K
775,Emerging,NA,,2020-01-07,Events,New Deal,New,Closed Won,Events,,Yes,2019-12-05,39 Months,$8K
776,Emerging,NA,Internet Software & Services,2020-01-07,,Upgrade,Upgrade,Closed Won,,53,Yes,2020-01-06,60 Months,$5K
777,Emerging,NA,,2020-01-07,,Upgrade,Upgrade,Closed Won,,,No,2020-01-07,47 Months,$2K
778,SMB,NA,Internet Software & Services,2020-01-07,,Upgrade,Upgrade,Closed Won,,150,Yes,2019-11-21,58 Months,$5K
779,Enterprise,NA,Advertising,2020-01-07,,Upgrade,Upgrade,Closed Won,,"1,001",Yes,2020-01-03,15 Months,$7K
780,Emerging,NA,Internet Software & Services,2020-01-07,,Upgrade,Upgrade,Closed Won,,50,Yes,2020-01-06,47 Months,-$240.00
781,Emerging,NA,Internet Software & Services,2020-01-07,,Upgrade,Upgrade,Closed Won,,11,Yes,2020-01-06,60 Months,-$384.00
782,SMB,NA,Professional Sports,2020-01-07,,Upgrade,Upgrade,Closed Won,,80,Yes,2020-01-07,47 Months,$3K
783,SMB,NA,Internet Software & Services,2020-01-07,,Upgrade,Upgrade,Closed Won,,133,Yes,2020-01-03,60 Months,$3K
784,Emerging,NA,Internet Software & Services,2020-01-07,,Upgrade,Upgrade,Closed Won,,,Yes,2020-01-07,47 Months,$2K
785,Emerging,NA,Consulting,2020-01-06,,Upgrade,Upgrade,Closed Won,,,Yes,2019-12-30,47 Months,$4K
786,Emerging,NA,Technology,2020-01-06,,Upgrade,Upgrade,Closed Won,,11,Yes,2020-01-03,31 Months,$2K
787,Emerging,NA,Technology,2020-01-06,,Upgrade,Upgrade,Closed Won,,130,Yes,2019-12-09,60 Months,$36K
788,SMB,NA,Consulting,2020-01-06,,Upgrade,Upgrade,Closed Won,,150,Yes,2020-01-03,47 Months,$2K
789,Emerging,NA,,2020-01-06,,New Deal,New,Closed Won,,,Yes,2019-11-19,15 Months,$10K
790,Enterprise,EMEA,Internet Software & Services,2020-01-03,,Upgrade,Upgrade,Closed Lost,,229,Yes,2019-05-31,15 Months,$23K
791,Emerging,NA,Internet Software & Services,2020-01-03,,Upgrade,Upgrade,Closed Won,,10,Yes,2020-01-03,60 Months,$2K
792,Emerging,NA,Internet Software & Services,2020-01-03,,Upgrade,Upgrade,Closed Won,,48,Yes,2020-01-02,60 Months,$2K
793,SMB,NA,Professional Services,2020-01-03,,Upgrade,Upgrade,Closed Won,,45,Yes,2020-01-03,31 Months,$2K
794,SMB,NA,Computer Software,2020-01-03,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,27,Yes,2019-08-22,7 Months,$22K
795,Mid-Market,NA,Internet Software & Services,2020-01-02,SalesLoft (Prospector),New Deal,New,Closed Won,SalesLoft (Prospector),350,Yes,2019-03-19,15 Months,$100K
796,Emerging,NA,Internet Software & Services,2020-01-02,,Upgrade,Upgrade,Closed Won,,,Yes,2019-12-19,7 Months,$1K
797,SMB,NA,Internet Software & Services,2020-01-02,Outbound,New Deal,New,Closed Won,Outbound,30,Yes,2019-11-21,47 Months,$7K
798,Emerging,NA,Consulting,2020-01-01,,Upgrade,Upgrade,Closed Won,,,Yes,2019-08-16,31 Months,$6K
799,SMB,NA,Renewable Electricity,2020-01-01,Website,New Deal,New,Closed Lost,Website,11,No,2019-09-06,39 Months,$41K
800,Emerging,NA,Venture Capital & Private Equity,2020-01-01,,Upgrade,Upgrade,Disqualified,,20,Yes,2019-11-20,47 Months,$3K
801,Emerging,NA,Internet Software & Services,2020-01-01,,Upgrade,Upgrade,Closed Lost,,,Yes,2019-12-06,47 Months,$8K
802,Emerging,NA,Media & Internet,2020-01-01,,New Deal,New,Closed Lost,,14,No,2019-12-06,4 Months,$20K
803,SMB,NA,Internet Software & Services,2020-01-01,,Upgrade,Upgrade,Disqualified,,156,Yes,2019-12-02,60 Months,$2K
804,SMB,NA,Internet,2020-01-01,Data Vendor,New Deal,New,Closed Lost,Data Vendor,45,No,2019-11-08,4 Months,$3K
805,SMB,NA,Professional Services,2020-01-01,,Upgrade,Upgrade,Closed Lost,,300,Yes,2019-03-23,3 Months,$42K
806,Emerging,NA,Internet Software & Services,2020-01-01,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,11,No,2019-09-06,4 Months,$23K
807,Emerging,EMEA,,2020-01-01,,Upgrade,Upgrade,Disqualified,,,Yes,2019-12-09,11 Months,$2K
808,Emerging,NA,Internet,2019-12-31,,New Deal,New,Closed Won,,,Yes,2019-12-17,7 Months,$21K
809,SMB,NA,Internet Software & Services,2019-12-31,,Upgrade,Upgrade,Disqualified,,18,Yes,2019-09-12,60 Months,$0.00
810,SMB,NA,Internet Software & Services,2019-12-31,SalesLoft (Prospector),New Deal,New,Closed Lost,SalesLoft (Prospector),375,No,2019-10-23,47 Months,$6K
811,Emerging,NA,,2019-12-31,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,,Yes,2019-12-11,58 Months,$8K
812,SMB,NA,Internet Software & Services,2019-12-31,Data Vendor,New Deal,New,Closed Won,Data Vendor,30,No,2019-11-20,31 Months,$15K
813,SMB,NA,Internet,2019-12-31,Datahug,New Deal,New,Closed Won,Datahug,58,Yes,2019-07-19,31 Months,$62K
814,Emerging,NA,Professional Services,2019-12-31,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,501,Yes,2019-07-09,39 Months,$46K
815,Enterprise,NA,Internet Software & Services,2019-12-31,Datahug,Upgrade,Upgrade,Closed Won,Datahug,"3,000",Yes,2019-12-05,6 Months,$18K
816,Emerging,NA,Internet Software & Services,2019-12-31,,New Deal,New,Closed Lost,,,No,2019-10-02,4 Months,$8K
817,Emerging,NA,Internet Software & Services,2019-12-31,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,50,Yes,2019-09-30,31 Months,$11K
818,Emerging,NA,,2019-12-31,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,,No,2019-11-25,47 Months,$5K
819,SMB,NA,Internet Software & Services,2019-12-31,Outbound,New Deal,New,Closed Won,Outbound,623,Yes,2019-10-31,31 Months,$35K
820,Emerging,Unknown,,2019-12-31,,New Deal,New,Closed Won,,,Yes,2019-12-16,47 Months,$8K
821,Emerging,NA,Internet Software & Services,2019-12-31,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,125,Yes,2019-09-30,31 Months,$8K
822,SMB,NA,Professional Services,2019-12-31,Data Vendor,New Deal,New,Closed Lost,Data Vendor,50,No,2019-07-30,39 Months,$13K
823,Emerging,NA,Internet Software & Services,2019-12-31,SalesLoft (Prospector),New Deal,New,Closed Won,SalesLoft (Prospector),61,Yes,2019-10-18,47 Months,$5K
824,Emerging,NA,Construction,2019-12-31,Data Vendor,New Deal,New,Closed Lost,Data Vendor,25,No,2019-05-17,31 Months,$20K
825,Mid-Market,NA,Computer Software,2019-12-31,Events,New Deal,New,Closed Won,Events,"1,470",Yes,2019-11-20,15 Months,$33K
826,Emerging,NA,Internet Software & Services,2019-12-31,Website,New Deal,New,Closed Won,Website,30,Yes,2019-09-24,47 Months,$15K
827,Enterprise,NA,Internet Software & Services,2019-12-31,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,"2,000",Yes,2019-11-11,23 Months,$219K
828,SMB,NA,Internet Software & Services,2019-12-31,,Upgrade,Upgrade,Closed Lost,,11,Yes,2019-09-25,60 Months,$1K
829,SMB,NA,Internet Software & Services,2019-12-31,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-12-30,60 Months,$2K
